,subject,post,latitude,longitude,sentiment,score
714,Community Meeting,"Heads up, River is undergoing some major infrastructure work for the next month.",33.857206,-84.410761,Neutral,0.9999222755432129
715,Street Fair,Don't miss the Elm happening this weekend at Peachtree. Always a good time!,33.867917,-84.500042,Positive,0.9321699738502502
716,Pothole Alert,"Avoid River during rush hour, construction is causing major delays.",33.683826,-84.441787,Negative,0.9958399534225464
717,Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.710436,-84.509863,Neutral,0.9999618530273438
718,Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.862206,-84.426547,Positive,0.9999995231628418
719,Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.67078,-84.516411,Positive,0.9999997615814209
720,Community Meeting,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.852904,-84.443826,Neutral,0.9999991655349731
721,Local Event,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.843278,-84.405366,Neutral,0.9996542930603027
722,Community Meeting,Don't miss the Main happening this weekend at 5th. Always a good time!,33.864117,-84.515205,Positive,0.9684960246086121
723,Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.780828,-84.338337,Positive,0.9999997615814209
724,Local Event,Community meeting at Maple this Thursday to discuss the new River development.,33.773219,-84.426915,Neutral,0.9999988079071045
725,Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.67871,-84.317185,Neutral,0.9999618530273438
726,Street Fair,Public transport update: Maple line will have altered schedules this week.,33.784998,-84.480877,Neutral,0.999998927116394
727,Public Transport Notice,Public transport update: Elm line will have altered schedules this week.,33.863236,-84.526406,Neutral,0.9999988079071045
728,Community Meeting,Public transport update: Elm line will have altered schedules this week.,33.827502,-84.369695,Neutral,0.9999988079071045
729,Pothole Alert,Watch out for a giant pothole on North Street. Be careful driving!,33.77865,-84.459184,Neutral,0.9953041076660156
730,Traffic Update,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.677331,-84.464127,Neutral,0.9996829032897949
731,Traffic Update,Public transport update: River line will have altered schedules this week.,33.747529,-84.404545,Neutral,0.999998927116394
732,Infrastructure Work,"Heads up, River is undergoing some major infrastructure work for the next month.",33.880112,-84.294016,Neutral,0.9999222755432129
733,Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.865272,-84.299041,Neutral,0.9998923540115356
734,Local Event,Community meeting at Highland this Thursday to discuss the new Highland development.,33.776359,-84.392969,Neutral,0.9999992847442627
735,Community Meeting,"Avoid Elm during rush hour, construction is causing major delays.",33.789555,-84.414837,Negative,0.9986013770103455
736,New Restaurant Opening,Community meeting at Broadway this Thursday to discuss the new Main development.,33.883511,-84.401819,Neutral,0.9999988079071045
737,Local Event,Public transport update: North line will have altered schedules this week.,33.768099,-84.321678,Neutral,0.9999982118606567
738,Traffic Update,"Avoid North during rush hour, construction is causing major delays.",33.707529,-84.394915,Negative,0.9987327456474304
739,Community Meeting,Don't miss the North happening this weekend at River. Always a good time!,33.793831,-84.33799,Positive,0.9747377634048462
740,Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.839924,-84.549009,Positive,0.9999997615814209
741,New Restaurant Opening,Excited about the new renovations at Maple. It's going to be great for the community!,33.690636,-84.480079,Positive,0.9999997615814209
742,Local Event,Don't miss the North happening this weekend at Maple. Always a good time!,33.873502,-84.44652,Positive,0.9851995706558228
743,Public Transport Notice,Public transport update: North line will have altered schedules this week.,33.787664,-84.491945,Neutral,0.9999982118606567
744,New Restaurant Opening,The annual street fair at River is this Saturday. Great food and local crafts!,33.667384,-84.326725,Neutral,0.9999666213989258
745,Local Event,Watch out for a giant pothole on 5th Street. Be careful driving!,33.718437,-84.417424,Neutral,0.9965265393257141
746,Local Event,Community meeting at Broadway this Thursday to discuss the new Highland development.,33.870876,-84.483921,Neutral,0.9999991655349731
747,Traffic Update,Public transport update: Maple line will have altered schedules this week.,33.680691,-84.390892,Neutral,0.999998927116394
748,Traffic Update,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.775679,-84.386195,Neutral,0.999969482421875
749,Infrastructure Work,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.826113,-84.526432,Neutral,0.9937437176704407
750,New Restaurant Opening,Public transport update: Main line will have altered schedules this week.,33.760756,-84.386944,Neutral,0.9999990463256836
751,Park Renovation,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.778092,-84.416271,Neutral,0.9996829032897949
752,Local Event,"Avoid Maple during rush hour, construction is causing major delays.",33.681662,-84.341774,Negative,0.9985874891281128
753,Traffic Update,Don't miss the 5th happening this weekend at River. Always a good time!,33.649162,-84.519699,Positive,0.9745757579803467
754,Community Meeting,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.840251,-84.38441,Neutral,0.9998587369918823
755,Pothole Alert,Don't miss the Maple happening this weekend at 5th. Always a good time!,33.840912,-84.334738,Positive,0.9445198178291321
756,Infrastructure Work,Don't miss the Broadway happening this weekend at Broadway. Always a good time!,33.766836,-84.402061,Positive,0.9638980627059937
757,Local Event,Don't miss the Broadway happening this weekend at Main. Always a good time!,33.730255,-84.292484,Positive,0.9654595851898193
758,Traffic Update,Heard about a new North opening on Broadway. Definitely worth checking out!,33.708584,-84.517137,Neutral,0.9993662238121033
759,Street Fair,Community meeting at Highland this Thursday to discuss the new River development.,33.81402,-84.48306,Neutral,0.9999986886978149
760,Park Renovation,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.708792,-84.350773,Neutral,0.9998717308044434
761,Park Renovation,Watch out for a giant pothole on Highland Street. Be careful driving!,33.674959,-84.407284,Neutral,0.9961722493171692
762,Traffic Update,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.705112,-84.344483,Neutral,0.9998438358306885
763,Community Meeting,Excited about the new renovations at Broadway. It's going to be great for the community!,33.726475,-84.330357,Positive,0.9999996423721313
764,Pothole Alert,Don't miss the Maple happening this weekend at Main. Always a good time!,33.786039,-84.321112,Positive,0.9635649919509888
765,New Restaurant Opening,Watch out for a giant pothole on North Street. Be careful driving!,33.885601,-84.374131,Neutral,0.9953041076660156
766,Infrastructure Work,Excited about the new renovations at North. It's going to be great for the community!,33.812394,-84.423696,Positive,0.9999997615814209
767,Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.826239,-84.526579,Neutral,0.9998862743377686
768,Traffic Update,Public transport update: River line will have altered schedules this week.,33.821422,-84.46762,Neutral,0.999998927116394
769,New Restaurant Opening,Don't miss the North happening this weekend at Main. Always a good time!,33.832342,-84.440099,Positive,0.9833787083625793
770,Infrastructure Work,Public transport update: Maple line will have altered schedules this week.,33.872304,-84.546153,Neutral,0.999998927116394
771,Traffic Update,"Avoid North during rush hour, construction is causing major delays.",33.799232,-84.527775,Negative,0.9987327456474304
772,Community Meeting,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.760462,-84.433015,Neutral,0.999969482421875
773,Public Transport Notice,Watch out for a giant pothole on Elm Street. Be careful driving!,33.769368,-84.333076,Neutral,0.9965171813964844
774,Local Event,Community meeting at 5th this Thursday to discuss the new Highland development.,33.859284,-84.407389,Neutral,0.9999994039535522
775,Street Fair,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.752801,-84.455402,Neutral,0.9996858835220337
776,Community Meeting,The annual street fair at Main is this Saturday. Great food and local crafts!,33.69378,-84.449162,Neutral,0.9998722076416016
777,Street Fair,"Avoid Highland during rush hour, construction is causing major delays.",33.813296,-84.387588,Negative,0.9993498921394348
778,Park Renovation,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.698039,-84.403558,Neutral,0.9999657869338989
779,Pothole Alert,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.677767,-84.289463,Neutral,0.9998587369918823
780,Traffic Update,"Heads up, River is undergoing some major infrastructure work for the next month.",33.785219,-84.550075,Neutral,0.9999222755432129
781,Street Fair,Watch out for a giant pothole on River Street. Be careful driving!,33.677681,-84.487331,Neutral,0.9974990487098694
782,Traffic Update,Heard about a new 5th opening on Main. Definitely worth checking out!,33.705669,-84.474595,Neutral,0.9997627139091492
783,Traffic Update,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.683674,-84.323007,Neutral,0.9999618530273438
784,Street Fair,Public transport update: Elm line will have altered schedules this week.,33.654191,-84.353081,Neutral,0.9999988079071045
785,Infrastructure Work,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.779183,-84.408033,Neutral,0.9997780919075012
786,Traffic Update,Excited about the new renovations at River. It's going to be great for the community!,33.664292,-84.446224,Positive,0.9999996423721313
787,Infrastructure Work,Watch out for a giant pothole on Highland Street. Be careful driving!,33.861749,-84.347072,Neutral,0.9961722493171692
788,Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.721016,-84.497283,Neutral,0.9998862743377686
789,Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.761546,-84.513706,Positive,0.9999996423721313
