subject,post,latitude,longitude
Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.710436,-84.509863
Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.862206,-84.426547
Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.67078,-84.516411
Community Meeting,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.852904,-84.443826
Local Event,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.843278,-84.405366
Community Meeting,Don't miss the Main happening this weekend at 5th. Always a good time!,33.864117,-84.515205
Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.780828,-84.338337
Local Event,Community meeting at Maple this Thursday to discuss the new River development.,33.773219,-84.426915
Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.67871,-84.317185
Street Fair,Public transport update: Maple line will have altered schedules this week.,33.784998,-84.480877
Public Transport Notice,Public transport update: Elm line will have altered schedules this week.,33.863236,-84.526406
Community Meeting,Public transport update: Elm line will have altered schedules this week.,33.827502,-84.369695
Pothole Alert,Watch out for a giant pothole on North Street. Be careful driving!,33.77865,-84.459184
Traffic Update,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.677331,-84.464127
Traffic Update,Public transport update: River line will have altered schedules this week.,33.747529,-84.404545
Infrastructure Work,"Heads up, River is undergoing some major infrastructure work for the next month.",33.880112,-84.294016
Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.865272,-84.299041
Local Event,Community meeting at Highland this Thursday to discuss the new Highland development.,33.776359,-84.392969
Community Meeting,"Avoid Elm during rush hour, construction is causing major delays.",33.789555,-84.414837
New Restaurant Opening,Community meeting at Broadway this Thursday to discuss the new Main development.,33.883511,-84.401819
Local Event,Public transport update: North line will have altered schedules this week.,33.768099,-84.321678
Traffic Update,"Avoid North during rush hour, construction is causing major delays.",33.707529,-84.394915
Community Meeting,Don't miss the North happening this weekend at River. Always a good time!,33.793831,-84.33799
Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.839924,-84.549009
New Restaurant Opening,Excited about the new renovations at Maple. It's going to be great for the community!,33.690636,-84.480079
Local Event,Don't miss the North happening this weekend at Maple. Always a good time!,33.873502,-84.44652
Public Transport Notice,Public transport update: North line will have altered schedules this week.,33.787664,-84.491945
New Restaurant Opening,The annual street fair at River is this Saturday. Great food and local crafts!,33.667384,-84.326725
Local Event,Watch out for a giant pothole on 5th Street. Be careful driving!,33.718437,-84.417424
Local Event,Community meeting at Broadway this Thursday to discuss the new Highland development.,33.870876,-84.483921
Traffic Update,Public transport update: Maple line will have altered schedules this week.,33.680691,-84.390892
Traffic Update,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.775679,-84.386195
Infrastructure Work,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.826113,-84.526432
New Restaurant Opening,Public transport update: Main line will have altered schedules this week.,33.760756,-84.386944
Park Renovation,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.778092,-84.416271
Local Event,"Avoid Maple during rush hour, construction is causing major delays.",33.681662,-84.341774
Traffic Update,Don't miss the 5th happening this weekend at River. Always a good time!,33.649162,-84.519699
Community Meeting,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.840251,-84.38441
Pothole Alert,Don't miss the Maple happening this weekend at 5th. Always a good time!,33.840912,-84.334738
Infrastructure Work,Don't miss the Broadway happening this weekend at Broadway. Always a good time!,33.766836,-84.402061
Local Event,Don't miss the Broadway happening this weekend at Main. Always a good time!,33.730255,-84.292484
Traffic Update,Heard about a new North opening on Broadway. Definitely worth checking out!,33.708584,-84.517137
Street Fair,Community meeting at Highland this Thursday to discuss the new River development.,33.81402,-84.48306
Park Renovation,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.708792,-84.350773
Park Renovation,Watch out for a giant pothole on Highland Street. Be careful driving!,33.674959,-84.407284
Traffic Update,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.705112,-84.344483
Community Meeting,Excited about the new renovations at Broadway. It's going to be great for the community!,33.726475,-84.330357
Pothole Alert,Don't miss the Maple happening this weekend at Main. Always a good time!,33.786039,-84.321112
New Restaurant Opening,Watch out for a giant pothole on North Street. Be careful driving!,33.885601,-84.374131
Infrastructure Work,Excited about the new renovations at North. It's going to be great for the community!,33.812394,-84.423696
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.826239,-84.526579
Traffic Update,Public transport update: River line will have altered schedules this week.,33.821422,-84.46762
New Restaurant Opening,Don't miss the North happening this weekend at Main. Always a good time!,33.832342,-84.440099
Infrastructure Work,Public transport update: Maple line will have altered schedules this week.,33.872304,-84.546153
Traffic Update,"Avoid North during rush hour, construction is causing major delays.",33.799232,-84.527775
Community Meeting,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.760462,-84.433015
Public Transport Notice,Watch out for a giant pothole on Elm Street. Be careful driving!,33.769368,-84.333076
Local Event,Community meeting at 5th this Thursday to discuss the new Highland development.,33.859284,-84.407389
Street Fair,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.752801,-84.455402
Community Meeting,The annual street fair at Main is this Saturday. Great food and local crafts!,33.69378,-84.449162
Street Fair,"Avoid Highland during rush hour, construction is causing major delays.",33.813296,-84.387588
Park Renovation,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.698039,-84.403558
Pothole Alert,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.677767,-84.289463
Traffic Update,"Heads up, River is undergoing some major infrastructure work for the next month.",33.785219,-84.550075
Street Fair,Watch out for a giant pothole on River Street. Be careful driving!,33.677681,-84.487331
Traffic Update,Heard about a new 5th opening on Main. Definitely worth checking out!,33.705669,-84.474595
Traffic Update,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.683674,-84.323007
Street Fair,Public transport update: Elm line will have altered schedules this week.,33.654191,-84.353081
Infrastructure Work,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.779183,-84.408033
Traffic Update,Excited about the new renovations at River. It's going to be great for the community!,33.664292,-84.446224
Infrastructure Work,Watch out for a giant pothole on Highland Street. Be careful driving!,33.861749,-84.347072
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.721016,-84.497283
Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.761546,-84.513706
New Restaurant Opening,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.849866,-84.549806
