subject,post,latitude,longitude,sentiment,score,area
Local Event,Don't miss the North happening this weekend at Maple. Always a good time!,33.873502,-84.44652,Positive,0.9851995706558228,Other Areas
Public Transport Notice,Public transport update: North line will have altered schedules this week.,33.787664,-84.491945,Neutral,0.9999982118606568,Other Areas
Local Event,Watch out for a giant pothole on 5th Street. Be careful driving!,33.718437,-84.417424,Neutral,0.996526539,Other Areas
Traffic Update,Public transport update: Maple line will have altered schedules this week.,33.680691,-84.390892,Neutral,0.999998927,Other Areas
Traffic Update,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.775679,-84.386195,Neutral,0.999969482,Other Areas
New Restaurant Opening,Public transport update: Main line will have altered schedules this week.,33.760756,-84.386944,Neutral,0.9999990463256836,GSU
Park Renovation,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.778092,-84.416271,Neutral,0.9996829032897948,Other Areas
Local Event,"Avoid Maple during rush hour, construction is causing major delays.",33.681662,-84.341774,Negative,0.9985874891281128,Other Areas
Community Meeting,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.840251,-84.38441,Neutral,0.9998587369918824,Other Areas
Pothole Alert,Don't miss the Maple happening this weekend at 5th. Always a good time!,33.840912,-84.334738,Positive,0.944519818,Other Areas
Infrastructure Work,Don't miss the Broadway happening this weekend at Broadway. Always a good time!,33.766836,-84.402061,Positive,0.9638980627059937,Other Areas
Traffic Update,Heard about a new North opening on Broadway. Definitely worth checking out!,33.708584,-84.517137,Neutral,0.9993662238121032,Other Areas
Street Fair,Community meeting at Highland this Thursday to discuss the new River development.,33.81402,-84.48306,Neutral,0.9999986886978148,Other Areas
Park Renovation,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.708792,-84.350773,Neutral,0.9998717308044434,Other Areas
Park Renovation,Watch out for a giant pothole on Highland Street. Be careful driving!,33.674959,-84.407284,Neutral,0.9961722493171692,Other Areas
Traffic Update,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.705112,-84.344483,Neutral,0.9998438358306884,Other Areas
Community Meeting,Excited about the new renovations at Broadway. It's going to be great for the community!,33.726475,-84.330357,Positive,0.9999996423721312,Other Areas
Pothole Alert,Don't miss the Maple happening this weekend at Main. Always a good time!,33.786039,-84.321112,Positive,0.9635649919509888,Other Areas
Infrastructure Work,Excited about the new renovations at North. It's going to be great for the community!,33.812394,-84.423696,Positive,0.9999997615814208,Other Areas
Traffic Update,Public transport update: River line will have altered schedules this week.,33.821422,-84.46762,Neutral,0.999998927,Other Areas
New Restaurant Opening,Don't miss the North happening this weekend at Main. Always a good time!,33.832342,-84.440099,Positive,0.9833787083625792,Other Areas
Traffic Update,"Avoid North during rush hour, construction is causing major delays.",33.799232,-84.527775,Negative,0.9987327456474304,Other Areas
Community Meeting,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.760462,-84.433015,Neutral,0.999969482,Other Areas
Public Transport Notice,Watch out for a giant pothole on Elm Street. Be careful driving!,33.769368,-84.333076,Neutral,0.9965171813964844,Other Areas
Local Event,Community meeting at 5th this Thursday to discuss the new Highland development.,33.859284,-84.407389,Neutral,0.9999994039535522,Other Areas
Street Fair,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.752801,-84.455402,Neutral,0.9996858835220336,Other Areas
Community Meeting,The annual street fair at Main is this Saturday. Great food and local crafts!,33.69378,-84.449162,Neutral,0.9998722076416016,Other Areas
Street Fair,"Avoid Highland during rush hour, construction is causing major delays.",33.813296,-84.387588,Negative,0.9993498921394348,Other Areas
Park Renovation,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.698039,-84.403558,Neutral,0.9999657869338988,Other Areas
Street Fair,Watch out for a giant pothole on River Street. Be careful driving!,33.677681,-84.487331,Neutral,0.9974990487098694,Other Areas
Traffic Update,Heard about a new 5th opening on Main. Definitely worth checking out!,33.705669,-84.474595,Neutral,0.9997627139091492,Other Areas
Traffic Update,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.683674,-84.323007,Neutral,0.9999618530273438,Other Areas
Infrastructure Work,Heard about a new Peachtree opening on 5th. Definitely worth checking out!,33.779183,-84.408033,Neutral,0.9997780919075012,Other Areas
Traffic Update,Excited about the new renovations at River. It's going to be great for the community!,33.664292,-84.446224,Positive,0.9999996423721312,Other Areas
Infrastructure Work,Watch out for a giant pothole on Highland Street. Be careful driving!,33.861749,-84.347072,Neutral,0.9961722493171692,Other Areas
Park Renovation,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.721016,-84.497283,Neutral,0.9998862743377686,Other Areas
Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.761546,-84.513706,Positive,0.9999996423721312,Other Areas
Street Fair,Watch out for a giant pothole on River Street. Be careful driving!,33.838956,-84.355964,Neutral,0.9974990487098694,Other Areas
Local Event,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.741158,-84.518758,Neutral,0.9999657869338988,Other Areas
Park Renovation,Watch out for a giant pothole on River Street. Be careful driving!,33.775294,-84.408638,Neutral,0.9974990487098694,Other Areas
Street Fair,Heard about a new Broadway opening on 5th. Definitely worth checking out!,33.726189,-84.441752,Neutral,0.999646544,Other Areas
Local Event,Heard about a new North opening on Highland. Definitely worth checking out!,33.802852,-84.482596,Neutral,0.999454677,Other Areas
Traffic Update,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.696284,-84.429979,Neutral,0.999975324,Other Areas
Street Fair,Public transport update: River line will have altered schedules this week.,33.865483,-84.424156,Neutral,0.999998927,Other Areas
Street Fair,Don't miss the 5th happening this weekend at Highland. Always a good time!,33.870428,-84.36241,Positive,0.9731401205062866,Other Areas
Infrastructure Work,Don't miss the Broadway happening this weekend at River. Always a good time!,33.794993,-84.369039,Positive,0.9637172222137452,Other Areas
Infrastructure Work,Heard about a new Highland opening on 5th. Definitely worth checking out!,33.801886,-84.344311,Neutral,0.9995476603507996,Other Areas
Public Transport Notice,Don't miss the North happening this weekend at River. Always a good time!,33.717653,-84.318854,Positive,0.9747377634048462,Other Areas
New Restaurant Opening,Heard about a new Highland opening on Peachtree. Definitely worth checking out!,33.792225,-84.298799,Neutral,0.999658704,Other Areas
Community Meeting,Public transport update: Broadway line will have altered schedules this week.,33.755188,-84.445092,Neutral,0.9999985694885254,Other Areas
Public Transport Notice,Don't miss the River happening this weekend at Main. Always a good time!,33.766216,-84.450976,Positive,0.9888895750045776,Other Areas
Local Event,Excited about the new renovations at 5th. It's going to be great for the community!,33.782301,-84.340204,Positive,0.9999995231628418,Other Areas
Infrastructure Work,Excited about the new renovations at North. It's going to be great for the community!,33.685286,-84.363568,Positive,0.9999997615814208,Other Areas
Community Meeting,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.842689,-84.383344,Neutral,0.999975324,Other Areas
Traffic Update,Watch out for a giant pothole on Maple Street. Be careful driving!,33.759062,-84.426981,Neutral,0.9965986609458924,Other Areas
Infrastructure Work,Heard about a new Highland opening on River. Definitely worth checking out!,33.810662,-84.454754,Neutral,0.999221683,Other Areas
Park Renovation,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.722378,-84.439821,Neutral,0.9937437176704408,Other Areas
Pothole Alert,"Avoid 5th during rush hour, construction is causing major delays.",33.67293,-84.39108,Negative,0.9998218417167664,Other Areas
Community Meeting,Excited about the new renovations at 5th. It's going to be great for the community!,33.706924,-84.358089,Positive,0.9999995231628418,Other Areas
Community Meeting,Watch out for a giant pothole on Elm Street. Be careful driving!,33.766835,-84.500999,Neutral,0.9965171813964844,Other Areas
Pothole Alert,Don't miss the North happening this weekend at Elm. Always a good time!,33.836504,-84.477312,Positive,0.9748465418815612,Other Areas
Community Meeting,The annual street fair at North is this Saturday. Great food and local crafts!,33.810773,-84.394482,Neutral,0.9997422099113464,Other Areas
New Restaurant Opening,Excited about the new renovations at Elm. It's going to be great for the community!,33.810762,-84.378218,Positive,0.9999996423721312,Other Areas
Street Fair,Public transport update: Elm line will have altered schedules this week.,33.648282,-84.370614,Neutral,0.9999988079071044,Other Areas
Park Renovation,Heard about a new Elm opening on Elm. Definitely worth checking out!,33.670252,-84.488661,Neutral,0.9996806383132936,Other Areas
Street Fair,Community meeting at North this Thursday to discuss the new Maple development.,33.845547,-84.487966,Neutral,0.999998927,Other Areas
New Restaurant Opening,Excited about the new renovations at Broadway. It's going to be great for the community!,33.726768,-84.480838,Positive,0.9999996423721312,Other Areas
Public Transport Notice,"Avoid Peachtree during rush hour, construction is causing major delays.",33.673803,-84.420716,Negative,0.9967148303985596,Other Areas
Traffic Update,"Avoid Peachtree during rush hour, construction is causing major delays.",33.783678,-84.458348,Negative,0.9967148303985596,Other Areas
Traffic Update,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.718689,-84.33893,Neutral,0.9998862743377686,Other Areas
Street Fair,Excited about the new renovations at Maple. It's going to be great for the community!,33.73729,-84.401708,Positive,0.9999997615814208,Other Areas
Local Event,Public transport update: Elm line will have altered schedules this week.,33.871498,-84.46542,Neutral,0.9999988079071044,Other Areas
Pothole Alert,"Heads up, River is undergoing some major infrastructure work for the next month.",33.658494,-84.420014,Neutral,0.9999222755432128,Other Areas
